"predSpecific","predOportunistic","convRateRatio","catchProbaRatio","preyOffspRatio","maxConsRatio","replicatesNb","prey1extFreq","prey2extFreq","pred1extFreq","prey1densBeforeMean","prey1densBeforeMax","prey1densBeforeMin","prey2densBeforeMean","prey2densBeforeMax","prey2densBeforeMin","prey1growthBeforeMean","prey1growthBeforeMax","prey1growthBeforeMin","prey2growthBeforeMean","prey2growthBeforeMax","prey2growthBeforeMin","prey1densAfterMean","prey1densAfterMax","prey1densAfterMin","prey2densAfterMean","prey2densAfterMax","prey2densAfterMin","predatorDensMean","predatorDensMax","predatorDensMin","prey1growthAfterMean","prey1growthAfterMax","prey1growthAfterMin","prey2growthAfterMean","prey2growthAfterMax","prey2growthAfterMin","predatorGrowthMean","predatorGrowthMax","predatorGrowthMin","prey1catchesMean","prey1catchesMax","prey1catchesMin","prey2catchesMean","prey2catchesMax","prey2catchesMin"
0,0,1.1,1,1,1,20,0,0,0,501.745,506.3,496.1,503.655,509.15,499.2,-0.00102437585118809,0.0124992923056498,-0.00935660589252937,0.000477733146725493,0.0148812556986419,-0.0146864238136133,406.065384615385,414.75,396,406.773076923077,413.6,397.3,126.365384615385,132.05,120.95,0.000875054043559901,0.0190168224918558,-0.017335023565668,0.000627265630596897,0.0233121216533503,-0.0185200436833532,0.00326601820245732,0.0455109935652995,-0.0319181300173488,4.85961538461538,5.6,4.15,4.975,5.95,4.4
0,0,1.5,1,1,1,20,0,0,0,501.215,504.25,498.9,503.065,506.25,497.9,0.000561157937573628,0.00610005362847964,-0.00807342209350586,0.000312620016421753,0.0147310878856469,-0.0108361281094139,349.607692307692,361.6,338.8,348.676923076923,358.25,339.2,182.382692307692,189.25,171.1,1.62070619892304e-05,0.02311406965913,-0.023941022533298,-0.000447649608064812,0.0183583203337001,-0.0249727095653134,0.00605796200851582,0.0587480401073257,-0.0311598385649017,5.68653846153846,6.6,5,5.80961538461538,6.65,4.55
0,0,2,1,1,1,20,0,0,0,503.015,506.4,497.8,502.335,509.4,498.25,0.00107993611648796,0.0124519321484401,-0.00868049183663949,-0.00117218718882152,0.0191805542340504,-0.013628445144735,295.651923076923,356.45,220.25,286.209615384615,342.55,212.35,209.015384615385,289.2,132.65,0.0172129136016446,0.129335154896397,-0.0815967480637789,0.0183848158334008,0.116785995517855,-0.0815458681933682,0.0388836812770646,0.198759538108524,-0.130617940721245,4.90192307692308,7.45,3.1,4.64423076923077,6.45,2.6
0,0,2.5,1,1,1,20,0,0,0,502.8,505.9,498.55,501.9,505.1,497.1,0.001945530519147,0.00937660453409758,-0.0082158565294159,0.000610309962342178,0.0117086120176913,-0.0088621450067606,261.661538461538,342.8,194.55,257.253846153846,335.75,183.55,208.132692307692,301.25,145.25,0.0298700816818622,0.125916348918734,-0.0957521214746268,0.0308960513612314,0.117903274914542,-0.0807571887924317,0.00262839918906711,0.165759956586746,-0.141986092458833,4.34807692307692,6.5,2.7,4.27115384615385,6.5,2.65
0,0,3,1,1,1,20,0,0,0,502.2,504.75,497.15,503.67,508.15,496.7,-0.000861151021168761,0.00443947501096642,-0.0124898842085601,0.00126035157158994,0.0178423332365266,-0.0155240733596966,243.603846153846,380.6,129.05,249.575,406.05,126.7,235.507692307692,402.1,64.95,0.00340597974126831,0.194820001937559,-0.192808524554032,0.00240707951587412,0.208562409862868,-0.204239978211993,0.0211879092946255,0.307578724755613,-0.240822464007707,3.6,6.25,0.75,3.63846153846154,6.5,1
0,0,5,1,1,1,20,0,0,0.7,502.93,509.1,499.7,502.705,506.95,500.05,0.000728497375994778,0.0159028112563842,-0.00932241213406744,0.000614711080465136,0.0103848939560985,-0.0117515410778214,401.292307692308,441.6,357.15,398.763461538462,456.95,358.75,88.6307692307692,156.85,11.75,0.0288708803932483,0.166036193495684,-0.0831547387166943,0.0271022169950189,0.199677378921595,-0.0912673220269207,0.0334270129463772,0.183505882211318,-0.0826967475846754,0.846153846153846,1.7,0.2,0.769230769230769,2.1,0.05
0,1,1.1,1,1,1,20,0,0,0,501.725,506.95,496.25,502.535,506.4,498.85,0.000575482298312493,0.0123193105533029,-0.0120431369042397,-0.000871104058738917,0.010259073220418,-0.0104993272746043,410.488461538462,419.2,401.85,403.625,411.8,395.2,124.509615384615,130.7,120.5,0.00136902095905132,0.0172594886028191,-0.0213300482208266,0.000970905287837246,0.0196628899853119,-0.0168001246627783,0.00395395094956943,0.042034548127169,-0.0386606347566705,4.89615384615385,5.8,3.75,4.88269230769231,5.95,4.05
0,1,1.5,1,1,1,20,0,0,0,502.135,505.9,497.95,502.155,505.85,497.5,0.000604325174706737,0.00878774888851761,-0.0108134491117737,0.000142371565180452,0.00700677081928949,-0.00610443737928059,353.261538461538,363.45,342.8,341.411538461538,352.5,332,180.942307692308,187.8,175.25,0.00257292439559954,0.0441628034060116,-0.0222884058181385,0.00150267732427326,0.0285023495571511,-0.0245969725368526,0.00323162776260496,0.0250541721317717,-0.0274673866757969,5.81346153846154,7.5,4.75,5.76538461538462,7,4.75
0,1,2,1,1,1,20,0,0,0,501.82,508.3,497.85,502.25,508.25,495.3,-0.000554833916844948,0.0181037520653691,-0.0147296342934911,0.000760288873678019,0.0251139928213081,-0.0146399690194069,300.957692307692,359.55,211.65,284.471153846154,346.45,194.75,207.038461538462,308.15,139.1,0.017254838002357,0.12186977430353,-0.0999101241784728,0.0169634889852591,0.116481222478814,-0.102743734306054,0.041949919364233,0.17150922322054,-0.1730382168058,4.93846153846154,7.4,2.85,4.85384615384615,7.7,2.75
0,1,2.5,1,1,1,20,0,0,0,503.515,506.1,501.65,502.235,508.05,499.15,0.00270653861605173,0.0105216736766978,-0.00193167966994422,0.000159096483128834,0.0115214081807305,-0.0121857333861233,270.611538461538,358.15,174.05,259.569230769231,357.25,173.3,198.315384615385,328.1,109.45,0.0412691978751206,0.178891652438823,-0.12176186441237,0.0395357722581799,0.185563642979915,-0.127079514992648,0.0236541307010574,0.22454055595959,-0.204815746052792,3.93461538461538,6.6,1.85,4.00192307692308,7,1.95
0,1,3,1,1,1,20,0,0,0,503.32,507,501,502.45,506.65,499.4,6.34503434976448e-05,0.0110413419417315,-0.0067802337615622,0.000354761068375092,0.0120636935886412,-0.0101132652075819,249.465384615385,386.45,137.75,245.009615384615,390.15,131.8,214.640384615385,398.8,83.25,0.0166969289352905,0.216738296824261,-0.193193673930617,0.0182420666861066,0.23410804627001,-0.187968732125132,0.0128337887659591,0.297089431521731,-0.270046781359246,3.28269230769231,6.35,1.25,3.06923076923077,6.25,1.2
0,1,5,1,1,1,20,0,0,0.85,503.58,507.25,501.25,501.895,505.85,497.5,0.000920684279561348,0.0101252936043365,-0.0113152230721161,0.00126781266636406,0.0131484501284521,-0.00527867941572361,415.236538461538,491.3,358.65,416.732692307692,491.4,358.55,73.7365384615385,193.35,2.8,0.0225298217451781,0.147935048885903,-0.114670441285494,0.0209730539683897,0.195157555689095,-0.113320192717935,0.0227377097830015,0.196584058169736,-0.213708285385501,0.671153846153846,2.2,0,0.663461538461538,1.85,0
1,0,1.1,1,1,1,20,0,0,0,503.08,507.05,500.1,501.94,507.15,496.05,0.00021397805043827,0.0138986933463611,-0.00601471987599907,-0.000622756513581913,0.0121811313605998,-0.0213613890461145,406.605769230769,415.75,399.3,410.444230769231,419.3,406.3,123.338461538462,127.9,118.05,0.000554714962103162,0.0128510186246842,-0.01729798308793,0.000187129955013183,0.0139124580790891,-0.0166442860839416,0.00507335932449864,0.0418064621309989,-0.0491585167199151,4.9,5.8,4.1,4.95769230769231,5.65,4.15
1,0,1.5,1,1,1,20,0,0,0,502.405,507.55,497,502.84,507.8,498.6,0.000183381381145297,0.015829223637594,-0.0169986116088499,0.00157256616661623,0.0140882669794575,-0.00493301686433184,337.521153846154,345.15,329.6,349.925,361.5,341.5,183.175,189.95,176.4,0.00139059726136515,0.0254881810167018,-0.0164550420684743,0.00196780996020198,0.0279893325824392,-0.0117353009958398,0.00474908250135009,0.0487727000750266,-0.0258035250032852,5.89230769230769,7.65,4.85,5.78076923076923,7.25,4.6
1,0,2,1,1,1,20,0,0,0,502.91,508.95,497.75,502.25,504.65,499.6,0.00190195540897021,0.0220857038364843,-0.0106563486503225,0.000384057578212887,0.00532513688365793,-0.00804731036449412,282.819230769231,335.25,202.2,296.990384615385,363.95,211.65,209.825,300.05,140,0.015980262507515,0.128440126009834,-0.0923376137868877,0.0136593030784377,0.112482506181782,-0.092761729612567,0.0381978245581706,0.158596435585606,-0.146621611678601,4.82307692307692,6.5,2.95,4.95384615384615,7.25,3.3
1,0,2.5,1,1,1,20,0,0,0,501.84,510.2,495.65,502.955,506.7,498.15,0.000225511519282064,0.0167208418823836,-0.0144810637444914,-0.00050179425688778,0.00617557765222049,-0.0122236395626072,264.584615384615,338.1,192.5,277.069230769231,346.8,206.4,205.259615384615,296.5,132.15,0.0341296145852766,0.127018185174545,-0.0979618439370731,0.0314576922841979,0.125579516632753,-0.0823151006262462,0.026158400181779,0.18459440353613,-0.102785762503246,4.03076923076923,5.85,2.55,4.22307692307692,6.3,2.5
1,0,3,1,1,1,20,0,0,0,503.355,507.6,499.9,502.15,504.55,498.75,0.00176182087075853,0.00773146201990759,-0.00489874110714927,-0.00026661916797857,0.0081550985391063,-0.0118513774111847,230.469230769231,368.7,124.65,249.248076923077,387.9,139.65,223.653846153846,366.5,88.55,0.0130629325285869,0.209838794758754,-0.171024149409606,0.0137568279812437,0.176695977118376,-0.178684379706226,0.00859795600442378,0.347960524203356,-0.241663986619831,3.35384615384615,6,1.1,3.49038461538462,6.65,1.3
1,0,5,1,1,1,20,0.05,0,0.6,503.08,507.85,494.15,502.205,506.1,496.55,0.00247071997501646,0.0257904618676617,-0.0211277883740329,0.000968974311660439,0.0177859209282269,-0.00915996645188483,351.526923076923,446.75,284.8,384.473076923077,491.55,306.9,101.721153846154,301.3,6.7,0.033801876109958,0.216552186402715,-0.161497911034214,0.0203728986716727,0.203447240548072,-0.171767791591104,0.0412065250009433,0.280271954796411,-0.179097939426724,0.942307692307692,3.05,0,0.986538461538461,3.25,0
0,0,1,1,1,1,10,0,0,0,502.77,508.6,495.5,502.54,508.4,494.1,-0.000276581048037956,0.0107036412846651,-0.0249749700512011,0.0020370637834616,0.0185100403131684,-0.0126016493217342,415.826923076923,427.2,405,413.276923076923,419.6,403.7,119.230769230769,127.1,108.3,-0.000193579526548371,0.0288386314002584,-0.0195876723398658,0.00127139578295919,0.0338094872179309,-0.0220827148081532,0.00311411337429399,0.0890013277299324,-0.0389267879054157,4.84615384615385,6.3,3.6,4.60384615384615,5.8,3.4
1,0,1,1,1,1,20,0,0,0,502.705,510.1,498.4,502.755,506.95,498.5,-0.000738819893369348,0.0146465756412755,-0.0186088578091858,-3.75809992644562e-05,0.0163731763083853,-0.0123918820186697,408.042307692308,416.55,397.75,414.251923076923,420.55,407.7,121.559615384615,125.5,116.65,0.00174511916625613,0.0196128955475523,-0.0209364911678281,0.00191044726418871,0.0219000316202522,-0.0273349652521687,0.00386617923772568,0.0325254181093524,-0.0367200738086266,4.83653846153846,6.1,3.4,4.76346153846154,5.6,3.95
